id,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
1417,turkey taco meat cooked,271,13.9,3.2,4.7,3.9,5.5,0,30.7,0,129.9,1.2,128.1,0,0.1,51,62,0.6,5.5,1.1,0.5,0,0,0.5,89,126.3,72,3.3,49.4,0.3,329.4,543.5,67,4.6,179.7
1418,chicken leg raw,736,54.9,15,22.8,11.5,0.6,0,56.3,0,319.9,0.3,231.5,18,0.3,53,96,0.5,16.3,3.4,1.1,0.7,33,0.8,96,31,0.2,2.4,65.4,88,533.2,698.3,91,5.1,145973
1419,chicken meat raw,1978,138.6,39.7,57.4,29.7,0,0,171.1,0,690,0.6,607.1,0.4,0.6,39,69,1.1,62.6,8.4,3.2,14.7,54,2.8,54,101.2,0.4,8.3,184,0.2,1352.40,1738.80,0.1,12.1,434.3
1420,chicken neck cooked,94,6.9,1.9,2.7,1.5,0,0,7.5,0,26.6,85,23.5,65,50,78,79,35,1.3,0.2,33,0,87,0.1,32,10.3,65,0.9,4.9,95,46.4,41,54,1,25616
1421,chicken drumstick fried,193,11.3,3,4.6,2.7,6,0,15.8,0.2,61.9,0.2,38,28,49,65,61,0.2,3.7,1.2,0.2,0,0,0,0,12.2,63,1,14.4,4,105.8,133.9,18,1.7,46519
1422,quail egg,14,1,0.3,0.4,0.1,80,48,1.2,0,76,42,6.7,83,14,89,39,1,76,0.2,16,0,47,30,10,5.8,78,0.3,1.2,61,20.3,11.9,91,0.1,8343
1423,duck meat cooked,472,39.7,13.5,18.1,5.1,0,0,26.6,0,117.6,41,72.6,8,0.2,73,98,0.4,6.8,1.5,0.3,0,67,1,47,15.4,0.3,3.8,22.4,71,218.4,285.6,92,2.6,85544
1424,chicken wing roasted,216,14.3,4.2,6.6,3.1,0,0,20.2,0,119.9,39,50.5,73,17,5,69,80,0.1,5.4,0.8,0.5,0,94,0.6,24,15.3,92,0.7,16.2,95,125,180.2,32,35155
1425,quail meat cooked,1028,63.9,17.9,22.2,15.8,0,0,113.7,0,389.6,0.2,271.8,0.3,1,98,20,1.4,35.9,0,2.8,10.4,3,3.2,74,68,2.7,20.1,99.7,0,1263.90,978.5,63,14,276.4
1426,goose meat cooked,427,30.7,9.6,14.4,3.5,0,0,35.2,0,127.4,89,72.7,81,0.1,39,76,0.5,5.8,2.1,0.5,0,2,2.4,26,18.2,0.4,4,30.8,82,378,460.6,47,3.7,88168
1427,chicken breast cooked,114,4.5,1.3,1.8,1,0,0,17.3,0,48.7,58,36.2,80,18,92,74,56,7.4,0.5,0.3,0,19,0.2,4,8.1,12,0.6,15.7,24,124.1,142.1,46,0.6,30552
1428,chicken neck raw,149,13.1,3.6,5.3,2.8,0,0,7,0,49.5,27,30,66,79,50,28,21,1.8,0.4,5,0,0,0.2,0,9,75,1,6.5,93,56,68.5,73,0.9,30146
1429,duck egg,130,9.6,2.6,4.6,0.9,1,0.7,9,0,618.8,0.1,49.6,0.1,0.1,90,20,0.3,0.1,1.3,0.2,0,26,0.9,98,44.8,35,2.7,11.9,58,154,155.4,58,1,67.2
1430,pheasant breast raw,484,11.8,4,3.8,2,0,0,88.7,0,211.1,0.1,263.5,0.2,0.3,88,9,0.4,31.1,3.5,2.7,21.8,0,0,0,10.9,0.2,2.9,76.4,51,728,880.9,60,2.3,136.3
1431,duck meat raw,5123,498.8,167.6,237,64.4,0,0,145.7,0,963.7,0.8,615,0.6,2.5,0.2,48,2.7,49.9,12.1,2.4,35.5,88,8.9,25,139.5,3,30.4,190.2,0.2,1762.50,2650.10,0.2,17.2,850.5
1432,squab meat raw,585,47.4,16.8,19.3,6.1,0,0,36.8,0,189.1,0.1,112.6,0.1,0.4,54,12,0.4,12,1.5,0.8,10.3,0,0,0,23.9,0.9,7,43.8,21,493.5,396,87,4.4,125.5
1433,chicken drumstick raw,211,12.4,3.3,4.9,2.6,0.1,0,23.4,0,122.4,0.1,96.4,67,0.1,39,42,0.2,6.4,1.4,0.4,0,44,0.3,7,13.3,39,0.8,26.6,64,220.8,296.6,63,2.6,50075
1434,turkey meat roasted,284,11.1,3.2,4,3.2,31,0,42.8,0,163.5,0.2,95.3,4,73,83,19,0.4,14.4,1.4,0.9,0,91,0.1,0,21,0.1,1.6,45,53,334.5,358.5,22,3.7,76629
1435,chicken breast raw,299,16.1,4.6,6.6,3.4,0,0,36.3,0,111.4,0.1,120.9,26,0.1,82,57,0.1,17.2,1.4,0.9,0,53,0.5,0,19.1,3,1.3,43.5,17,302.8,382.8,29,1.4,72834
1436,ground chicken cooked,474,27.4,7.8,12.2,5.2,0,0,58.4,0,268.6,0.2,162.9,0.2,0,0.3,93,79,0.8,17.8,3.3,1.4,0,0,1,44,20.1,0.2,2.3,70.3,38,587.3,1699.30,47,87678
1437,turkey wing cooked,426,23.1,6.3,8.7,5.5,0,0,50.9,0,150.7,0.1,110.7,0,92,95,51,0.2,10.7,1.1,0.8,0,30,0.3,0,44.6,0.1,2.7,46.5,50,366.4,494.8,26,3.9,121.3
1438,goose meat raw,6077,550.7,160.2,291.1,61.6,0,0,259.8,0,1310.40,1.2,813.4,0.3,1.4,94,49,4,59.1,21.2,6.4,68.8,0,0,0,196.6,4.4,41,294.8,0.3,3832.90,5045.00,0.2,28.2,1117.2
1439,turkey breast roasted,3266,128,36.3,42.3,31.1,0,0,496.1,0,1278.70,1.1,1092.40,0,1,0.1,4,2.3,110,11,8.3,0,0,0,0,362.9,0.8,24.2,466.6,0.3,3628.80,4976.60,0.5,35.1,1011.2
1440,chicken fajita strips,13,0.5,0.2,0.2,0.1,0.2,0,1.7,0,8.3,44,6.6,41,28,62,11,21,0.4,5,49,0,0,31,15,1.2,34,97,2.1,99,26,26.7,18,0.1,3.66
1441,crispy chicken strips tyson,145,6,7.7,14.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1442,chocolate pudding fat free,105,0.3,0,0,0,23.6,17.8,2.2,0.3,1.1,0.1,86.1,0,21,60,69,46,22,0.2,84,0,0,0,98,44.1,35,1.9,17,40,61,235,52,0.3,72.4
1443,tapioca pudding,143,4.3,1.1,2.8,88,23.9,16.4,2.1,0,1.1,0.2,79,0,25,3,21,0.1,31,0.3,52,0.3,0,0.2,10,78.1,26,0.1,6.6,96,66,101.2,0,0.2,108.8
1444,tapioca pudding fat free,105,0.4,0.1,80,67,23.9,15.9,1.6,0,1.1,0.2,85.4,0,44,96,12,43,0.1,56,39,0.3,0,72,0,58.2,4,0.1,5.6,23,73.9,78.4,0,0.2,84.5
1445,rice pudding,122,2.4,1.4,0.6,0.1,20.8,13.1,3.6,0.3,13.6,0.1,84.9,43,2,98,89,98,0.2,0.2,0.4,74,1.5,0,11,63,107.4,14,0.1,9,0.1,92.7,141.3,83,27329
1446,corn pudding,328,12.6,6.3,3.9,1.4,42.4,16.5,11.1,3,180,0.7,180.8,0.2,0.1,0.2,74,26,0.4,2.6,1.3,0.3,9.3,48,0.7,66,97.5,0.1,1.3,37.5,0.2,225,440,69,69795
1447,chocolate pudding,213,6.9,1.9,4.1,0.2,34.5,25.8,3.1,0,1.5,0.2,104.2,45,3,61,44,0.1,0.2,0.4,62,0.5,0,0.5,66,76.5,0.1,1.9,27,0.2,84,276,0,0.5,123424
1448,lemon pudding,173,4.4,2.6,1.3,0.2,30.2,0,4.1,0,16.5,0.4,109.8,26,92,71,28,0.2,0.1,0.4,83,1.2,0,0,0,148.5,70,58,16.5,7,307.5,190.5,41,0.5,188516
1449,vanilla pudding,195,5.7,1.5,3.4,0.1,33.9,25.5,2.2,0,1.5,0.3,107.5,18,12,84,92,0.1,47,0.2,48,0.3,0,0.5,34,73.5,80,0.1,6,31,61.5,97.5,0,0.2,115796
1450,profeel proteiinirahka valio,140,0.4,0.2,16.8,16.8,19.3,0.2,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.7
1451,cottage cheese creamed,20,0.9,0.3,0.2,84,0.7,0.5,2.2,0,3.4,95,16,22,89,39,60,60,59,0.1,36,0,85,82,0,16.6,19,71,1.6,9,31.8,20.8,45,18,20576
1452,zaziki milfina,51,4.4,1.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
1453,cottage cheese low fat,163,2.3,1.5,0.7,41,6.1,6.1,28,0,9,0.9,186.4,21,81,5,72,0.4,0.3,0.5,0.2,0,0,35,24,137.9,5,0.3,11.3,41,302.8,194.4,55,0.9,174683
1454,cottage cheese nonfat,104,0.4,0.2,0.1,66,9.7,2.7,15,0,10.2,0.5,117.5,93,63,13,6,0.3,0.2,0.6,39,0,0,96,0,124.7,71,0.2,16,63,275.5,198.7,63,0.7,150072
1455,vanilla yogurt low fat,208,3.1,2,0.8,36,33.8,33.8,12.1,0,12.3,0.2,193.6,51,0.1,54,10,0.5,0.3,1.4,0.1,2,0,29,24,419,12,0.2,39.2,23,330.8,536.6,49,2,470265
1456,classique yogurt plain 2 liberte,30,1.2,0.7,0.7,0,1.7,1.7,3.3,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
1457,yoplait light strawberry yogurt yoplait,79,0,14.1,8.8,4.4,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
1458,vanilla yogurt,145,2.1,1.3,0.5,69,23.5,23.5,8.4,0,8.5,0.1,134.3,5,91,68,26,0.3,0.2,0.9,94,1.4,0,3,37,290.7,89,0.1,27.2,87,229.5,372.3,80,1.4,326243
1459,chocolate yogurt,168,0,0,0,0,35.3,22.5,5.3,1.8,1.5,0.2,107.4,0,83,19,42,0.3,0.3,0,50,0,0,0,0,132,0.3,0.6,60,0,249,508.5,69,1.7,175.0
1460,yogurt parfait,125,1.5,0.8,0.5,0.2,23.6,17.4,5,1.6,4.5,48,117.7,73,0.1,18,100,0.3,1.1,0,0.3,21.3,42,0.4,85,156.5,25,0.7,25.3,0,138.6,281.6,88,1.3,210272
1461,yogurt,92,4.9,3.1,1.3,0.1,7,7,5.2,0,19.5,5,131.9,26,17,60,81,0.2,0.1,0.6,26,0.8,76,35,20,181.5,49,1,18,84,142.5,232.5,75,0.9,199.51
1462,chocolate frozen yogurt,221,6.3,4,1.7,0.2,37.6,33.5,5.2,4,22.6,0.1,123.9,36,80,8,88,0.3,0.2,0,21,0,57,0.2,71,174,28,0.8,43.5,0,154.9,407.2,59,0.5,227929
1463,frozen yogurt,221,6.3,4,1.7,0.2,37.6,34.7,5.2,0,22.6,0.1,123.9,13,62,95,50,0.3,0.1,0,72,1.2,10,0.2,54,174,74,0.8,17.4,0,154.9,271.4,5,0.5,225163
1464,yogurt low fat,154,3.8,2.5,1,0.1,17.2,17.2,12.9,0,14.7,0.2,208.4,21,0.1,45,34,0.5,0.3,1.4,0.1,2,0,7,7,448.4,5,0.2,41.7,39,352.8,573.3,71,2.2,484517
1465,vanilla yoghurt oikos,120,1.8,24,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
1466,fruit yogurt,149,1.7,1.1,0.5,24,28,28,6,0,7.5,13,113,6,81,32,87,0.2,0.1,0.7,99,0.9,0,79,31,207,0.1,66,19.5,29,163.5,265.5,26,1,243671
1467,danone low fat alsafi,88,1.7,1,11.1,7.1,89,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1743
1468,fruit n yogurt parfait mcdonalds,156,1.9,44,0.2,0.1,30.9,19.1,4.1,1.5,7.5,65,111.2,0,4,29,99,0.2,0.4,0.6,0,20.7,0,0,0,128.1,92,0.7,20.9,0.3,125.2,248.8,0,0.5,187.9
1469,triple zero greek yogurt dannon oikos,120,0,0,15,7,22.5,6,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22598
1470,greek yogurt,100,0.7,0.2,18,10,6.1,5.5,17.3,0,8.5,81,144.7,35,9,45,36,0.5,0.4,0.6,0.1,0,0,89,10,187,21,0.1,18.7,4,229.5,239.7,32,0.9,211251
1471,chocolate rasberry protein mini proteinfx,102,2.9,1.8,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9
1472,gushers fruit gushers,360,6,80,40,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
1473,egg fried,90,6.8,2,2.8,1.5,0.4,0.2,6.3,0,184.5,43,32,16,49,35,29,0.2,93,0.8,93,0,81,0.6,79,28.5,65,0.9,6,46,98.9,69.9,78,0.6,42904
1474,glucerna abbott,1010,35.6,2.8,0,0,120.9,49.8,0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.3
1475,sports drink,26,0,0,0,0,7.2,0,0,0,0,73,232.3,0,0,0,0,0,0,0,0,15.1,0,0,0,0,98,0.1,2.4,0,21.6,24,88,56,22.4
1476,peanut butter cookie protein syntha 6,200,6,15,2,22,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
1477,hanfprotein pulver rohkostqualitat veganz,107,3.1,0.3,2.3,1.6,14.2,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3
1478,smoothie high protein creamy chocolate slimfast,110,3.5,0.5,0,0,2.1,1,12,0,5,0.2,15,45,25,100,25,35,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.6
1479,egg large,138,9.3,0.5,11.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3
1480,boysenberries frozen,66,0.3,49,59,0.2,16.1,9.1,1.5,7,0,64,113.4,0,63,70,0,45,1,0.3,54,4.1,0,1.1,2,35.6,0.1,1.1,21.1,0.7,35.6,183.5,58,0.3,65.7
1481,malt beverage,88,0.3,5,32,0.1,19.1,19.1,0.5,0,0,20,216,0,22,21,0,0.1,2.6,20,44,1.2,0,0,0,16.6,48,0.1,16.6,46,37.9,19,49,25,37.8
1482,chocolate powder for milk,88,0.5,0.5,0,0,19.9,18,1,1,0,12,0.2,0,41,79,0,90,64,0,0.2,6,0,38,41,100.1,0.2,0,11.7,0.2,18.9,61.6,39,1.5,128.5
1483,vegetable fruit juice,9,17,0,0,0,2.2,0.6,71,0,0,43,27.2,0,47,0,0,75,23,25,50,9.6,0,0.5,36,0.9,31,13,0.3,32,0.6,5.6,27,69,12912
1484,cocoa powder unsweetened,12,0.7,0.4,0.2,48,3.1,87,1.1,1.8,0,62,0.2,0,49,78,0,58,0.1,54,28,0,0,85,56,6.9,0.2,0.7,26.9,0.2,39.6,82.3,35,0.4,14.3
1485,coconut milk,35,3.6,3.2,0.2,10,0.8,0.5,0.3,0.3,0,1,10.1,0,58,94,0,0,0.1,45,69,0.4,0,63,14,2.4,23,0.2,5.6,0.1,15,39.5,96,0.1,8.0
1486,cocoa powder,28,0.3,0.2,61,55,5.9,4.6,0.5,0.3,0,34,0.1,66,45,96,51,33,48,66,85,16,0,94,1,9.3,49,75,5.8,10,22.1,49.8,69,0.1,16393
1487,rice drink,113,2.3,0,1.5,0.8,22,12.7,0.7,0.7,0,58,214.3,0,0.2,10,0,8,0.3,0.9,0.4,59,0,42,1.1,78,283.2,13,0.5,26.4,0.7,134.4,64.8,9,25883
1488,coconut water,46,0.5,0.4,91,30,8.9,6.3,1.7,2.6,0,0.3,228,0,2,50,0,0.1,0.2,0.1,82,5.8,0,0,0,57.6,29,0.7,60,0.3,48,600,45,0.2,77.8
1489,caramel med iced coffee dunkin donuts,268,9,41,37,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1490,instant coffee with water decaffeinated,4,0,24,0,68,0.8,0,0.2,0,0,93,177.1,0,0,0,0,58,0.5,92,0,0,0,0,0,7.2,46,42,7.2,98,5.4,64.4,20,53,8247
1491,instant coffee powder,353,0.5,0.2,90,0.2,75.4,0,12.2,0,0,51,3.1,0,90,0,0,31,28.2,19,73,0,0,0,77,141,0.1,4.4,327,1.7,303,3535.00,24,0.4,233.5
1492,instant coffee powder decaffeinated,6,69,15,31,75,1.4,0,0.2,0,0,90,51,0,0,0,0,72,0.5,77,0,0,0,0,15,2.5,31,56,5.6,84,5.1,63,15,4,4121
1493,instant cappuccino powder,53,0.7,0.4,0.2,98,11.2,9,0.4,0.2,0.3,74,0.2,0,73,67,37,87,0.3,37,11,100,0,80,62,17.3,78,36,5.6,14,23.8,108,64,58,29908
1494,coffee decaffeinated,0,0,87,0,99,0,0,0.2,0,0,58,235.3,0,0,0,0,0,0.5,91,0,0,0,0,23,4.7,28,0.1,11.9,83,2.4,128,42,84,5.0
1495,espresso decaffeinated,3,11,37,0,57,0.5,0,65,0,0,11,29.3,0,87,54,0,3,1.6,86,35,26,0,0,47,0.6,85,87,24,93,2.1,34.5,0,36,1391
1496,instant coffee with water,4,0,51,0,25,0.6,0,0.2,0,0,15,177.4,0,0,0,0,73,0.4,89,0,0,0,0,0,7.2,26,15,7.2,1,5.4,53.7,54,13,8027
1497,coffee,2,69,11,16,11,0,0,0.3,0,0,75,235.6,0,34,76,0,0.2,0.5,0.6,22,0,0,68,25,4.7,45,51,7.1,76,7.1,116.1,0,39,5.09
1498,espresso,3,86,68,0,54,0.5,0,21,0,0,83,29.3,0,88,73,0,80,1.6,75,99,99,0,5,27,0.6,22,49,24,23,2.1,34.5,0,20,1263
1499,whey protein powder vanilla eas,108,1.7,1.4,1.3,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
1500,energy drink sugar free red bull,13,0.2,0,0,0,1.8,0,0.6,0,0,8,245.9,0,31,0,90,1.4,21.3,4.8,5,0,0,0,0,32.5,48,23,7.5,16,0,7.5,67,0,35.19
1501,powerade coca cola,9,9,76,78,54,2.3,1.8,0,0,0,5,27.1,0,21,0,82,0,0.5,0,13,0,0,0,0,0.3,0,96,0,0,0.3,5.3,0,58,2671
1502,amp energy pepsi,110,0.2,0,0,0,29,29,0.6,0,0,93,209.5,0,78,0,83,0.8,4.8,2.4,0.5,0,0,0,0,31.2,44,53,7.2,0,40.8,7.2,75,0,61067
1503,gatorade g2 pepsi,2,52,0,0,0,0.6,0.4,69,0,0,11,28.9,0,0,0,91,0,0,0,0,0,0,0,38,0,0,0,0,0,2.1,3.8,0,0,0.69
1504,amp energy sugar free pepsi,5,0,0,0,0,2.5,0,0,0,0,93,236,0,0,0,84,0.3,2,1,0.2,0,0,0,0,0,95,0,7.2,0,40.8,4.8,38,0,2.5
1505,energy drink red bull,111,0,0,0,0,26.4,26.4,1.2,0,0,0.1,230.2,0,0,0.1,0,68,0.3,25.4,4.9,5.6,0,0,0,0,15.5,49,0.2,49,86,0,7.7,72,33224
1506,powerade zero ion4 coca cola,0,0,0,0,0,0,0,0,0,0,30,29.5,0,98,0,28,0,0.2,0,64,0.7,0,0.2,57,0.6,51,72,0.3,0,0,3,0,26,1393
1507,full throttle coca cola,110,0.2,0,0,0,29,29,0.6,0,0,71,209.5,0,37,0,31,0,4,0,0.4,0,0,0,0,31.2,54,37,7.2,0,0,7.2,83,0,61049
1508,passion fruit juice purple,148,0.4,64,37,0.3,35.7,35.2,1.7,0.5,0,84,208,0,0,39,0,0.2,5.5,0,0.1,45,0,90,11,9.9,0.1,0.9,42,0,61.8,686.7,1,0.1,94.1
1509,pomegranate juice,134,0.7,0.2,0.1,0.1,32.7,31.5,0.4,0.2,0,89,214,0,37,14,0,6,0.6,0.7,19,0.2,0,0.9,81,27.4,60,0.2,17.4,0.2,27.4,532.9,65,0.2,61.8
1510,cranberry apricot juice,157,0,0,0,0,39.7,0,0.5,0.2,0,7,204.6,0,89,71,0,10,0.3,71,82,0,0,0,0,22.1,51,0.4,7.4,0.3,12.3,149.5,0,50,62.9
1511,pineapple juice,133,0.3,71,27,0.1,32.2,25,0.9,0.5,0,75,215.9,0,0,0.1,4,0,64,0.5,0.1,0.3,109.5,0,48,62,32.5,0.2,0.8,30,1.3,20,325,99,34477
1512,passion fruit juice yellow,126,0.1,8,20,94,33.6,33.1,1,0.5,0,3,211.5,0,0,100,0,0.3,3.6,0,0.1,73.6,0,36,90,9.9,0.1,0.6,42,0,32.1,686.7,98,0.1,119.3
1513,orange apricot juice,128,0.3,1,78,63,31.8,30.2,0.8,0.3,0,96,216.8,0,22,94,0,21,0.5,0.2,80,50,0,0.3,54,12.5,24,0.3,12.5,91,20,200,86,0.1,96.0
1514,tangerine juice,106,0.5,82,15,54,24.9,24.5,1.2,0.5,0,22,219.6,0,0,0.1,86,0,94,0.2,0.3,0.1,76.6,0,0.3,0,44.5,60,0.5,19.8,31,34.6,439.7,16,27.29
1515,orange juice,90,0.4,79,46,37,20.8,16.8,1.4,0.4,0,67,176.6,0,0,0.2,2,0,10,0.8,0.4,52,100,0,13,53,22,60,0.4,22,56,34,400,67,23177
1516,grapefruit juice,96,0.2,11,90,8,22.7,0,1.2,0,0,61,222.3,0,0,60,38,0,10,0.5,0.5,0.1,93.9,0,0,0,22.2,4,0.5,29.6,37,37.1,400.1,0,24254
1517,pineapple grapefruit juice,118,0.3,77,0,22,29,28.8,0.5,0.3,0,54,219.8,0,42,47,0,70,0.7,0.1,0.1,115,0,1,46,17.5,0.1,0.8,15,1,15,152.5,25,0.2,163.4
1518,tamarind nectar,143,0.3,0,0,0,37,31.9,0.2,1.3,0,46,213.3,0,77,55,0,24,0.2,25,48,17.8,0,0.3,69,25.1,54,1.9,10,79,5,67.8,0,89,83.6
1519,apple juice,114,0.3,64,78,90,28,23.9,0.2,0.5,0,38,218.8,0,0,83,0,0,19,0.2,0.1,25,2.2,0,57,0,19.8,65,0.3,12.4,0.2,17.4,250.5,39,29087
1520,limeade,128,0,0,0,0,34.1,32.8,0,0,0,71,212.6,0,47,58,0,34,50,6,51,7.7,0,0,0,4.9,58,0,4.9,68,2.5,24.7,81,24,46.7
1521,guava nectar,158,0.2,50,71,54,40.8,32.5,0.2,2.5,0,63,209.6,0,0,60,75,0,73,0.4,0.2,57,53,0,0.1,87,20.1,55,1,5,0.1,5,97.9,0,43.83
1522,orange grapefruit juice,106,0.2,9,1,98,25.4,25.1,1.5,0.2,0,82,218.9,0,0.1,5,0,40,0.8,0.3,79,71.9,0,0.3,66,19.8,0.2,1.1,24.7,67,34.6,390.3,5,0.2,120.1
1523,orange juice sainsburys,14,88,2.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
1524,cranberry apple juice,154,0.3,66,14,0.1,38.8,35.5,0,0,0,61,205.3,0,0,0,0,0,0,0,0,96.8,0,0.3,75,7.4,70,0.2,2.5,100,4.9,41.7,0,15,143.5
1525,pineapple orange juice,125,0,0,0,0,29.5,29,3.3,0.3,0,69,217.3,0,35,46,0,20,0.5,0.1,0.1,56.3,0,79,85,12.5,0.1,0.7,15,0.9,10,115,71,0.2,102.6
1526,pear nectar,150,62,32,86,38,39.4,0,0.3,1.5,0,56,210,0,0,32,49,0,33,0.3,87,17,67.5,0,0,0,12.5,0.2,0.7,7.5,41,7.5,32.5,65,41466
1527,blackberry juice,95,1.5,95,0.1,0.9,19.5,19.3,0.8,0.3,0,72,227.3,0,76,91,0,53,1.1,0,75,28.3,0,2.3,88,30,0.3,1.2,52.5,0,30,337.5,93,1,81.6
1528,lemon juice,54,0.6,60,73,38,16.6,6.1,0.9,0.7,0,46,225.2,0,0,15,93,0,84,0.2,0.2,0.1,94.4,0,0.4,0,14.6,73,0.2,14.6,91,19.5,251.3,90,18.9
1529,cranberry grape juice,137,0.2,53,92,80,34.3,0,0.5,0.2,0,79,209.7,0,94,90,0,56,0.3,0.1,27,78.4,0,0,0,19.6,51,40,7.4,0.4,9.8,58.8,0,55,133.2
1530,citrus fruit juice,114,57,88,48,85,28.3,20.2,0.8,0.2,0,51,217.8,0,43,21,0,96,0.2,0.2,54,67.2,0,0.1,42,22.3,65,2.8,14.9,0.2,24.8,277.8,36,11,121.7
1531,prune juice,182,6,33,82,11,44.7,42.1,1.6,2.6,0,100,208,0,38,0,0,0.2,2,0.3,0.6,10.5,0,0.3,7,30.7,0.2,3,35.8,0.4,64,706.6,83,0.5,93105
1532,guanabana nectar,148,0.4,96,0.1,6,37.5,32.8,0.3,0.3,0,61,212.6,0,86,50,0,27,0.3,0.2,50,27.9,0,36,0,17.6,67,0.9,7.5,56,5,62.8,67,11,84.9
1533,fruit juice,108,0.1,59,48,36,26.3,24.2,0.3,0.2,0,0.1,172.7,0,71,0.2,0,0,96,28,0,1,50.8,0,0.1,0,6,39,0.5,10,0,14,244,89,26937
1534,horchata,15,0.2,0,0,0,3.3,2.6,0.1,0,0,13,24.6,0,0,0,0,0,16,0,29,0,0,22,0,5.1,28,57,0.8,45,4.2,9.6,5,58,8717
1535,fruit punch,98,0.4,48,11,39,24.4,0,0.2,0,0,80,208.6,0,92,61,0,0.1,0.1,35,47,11.2,0,0,0,16.4,97,0.5,7,0.1,7,154.4,0,0.4,53.1
